,reviews
864,"✅ Trip Verified |  I have the pleasure to live in Thailand for 6 months every year. The pleasure is only getting bigger when I travel with Qatar Airways, they are in my opinion the best. Especially since we got the Corona last year, Qatar Airways made it very easy for their customers, to make changes and rebook tickets when most of the world went bananas and closed everything. You can always count on Qatar to take you where you need to go. I strongly believe that when you're treated good you need to be loyal. Therefore I will probably stay with them for the rest of my life. I simply love Qatar Airways and the service they provide to me!"
865,"✅ Trip Verified |  Flew from Doha to Islamabad just as the pandemic began on 2nd March 2020 for a 1 week trip to Pakistan. The flight service was great as you would expect on Qatar Airways. On the 10th March Qatar denied entry to any resident permit holders and as a result I became stranded. I went to the Islamabad office who did not issue a refund and they were not providing any explanation or alternatives. Time went by and Qatar was not opening ways for us anytime soon. As a British National on April 27th I took the repatriation flight to Heathrow, the aircraft was great,very modern.... Service was excellent. To this day I have been unable to return to Qatar. Refunds should be issued without hesitation or causing problems for the customer at least. Over all the flights were great but the COVID-19 pandemic has changed flying for all of us!"
866,"✅ Trip Verified | I had to travel on short notice, the ticket price was very attractive and since the route is offered daily there was flexibility. However, opposed to their website stating that date changes are free of charge, it's not always the case and I would have had to pay regular fare change and rebooking fees. Quite unclear when the free date change applies! So I had to stick to the original travel date. Seats in A350 economy are very narrow in width and I don't want to imagine being squeezed into them in a full flight. Luckily for us passengers, both flights were only 1/3 or less full on all flights. They put all passengers in the rear part of the cabin for departure, after which you're free to roam around and pick a free row to sit or sleep, which made the trip very enjoyable. Wifi was free for the whole duration of the flight and quite reliable. It's a good and bad thing at the same time, flying no longer is the time to disconnect for a couple of hours. The staff on ground and on board were extremely friendly, attentive and caring. "
867,"✅ Trip Verified |  After nice business class trip from Frankfurt to the Maldives my husband and I decided to buy-up both legs of our flight on the way back home. This cost us an extra $2100.00. Upon arriving in Doha we were informed that the upgraded ticket doesn't include lounge access. This is the first time in all of my flights that I have been told that paying to upgrade doesn't get you lounge access. We paid for a full fare business class ticket in the end, we just paid it via an upgrade and did it for two extra legs of the trip. (Currently sitting in the transit lounge, as we luckily have other lounge accesses). It's true that in fine print at the bottom of the email under the 'upgrade here' you will find that the upgrade doesn't allow lounge access - however, they hide it. "
868,"✅ Trip Verified | 
I had a great time travelling via Qatar Airways and all I would like to say about the flights are delightful service, good food, really nice aircrafts and fantastic cabin crew. Especially the cabin staff who was great, along with all of her colleagues. Very accommodating and helpful."
869,"✅ Trip Verified |  Best airline to fly for a family with an infant. Safety measures were as we expected, the crew was amazing with us and our baby. Due to corona they are not longer allow to take the baby stroller in transit in DOH but for us was ok because it was a short stop. I will always choose this airline for long journey!"
870,✅ Trip Verified |  After a two and a half hour delay (not even a water offered) there was a further delay at our transit point. I was told that my plane had left and there was a flight in several hours to my country but not my destination as they only fly there once a week. There was not even an apology offered. The staff told me it’s up to myself to find pay for a connecting flight in our country even though I’d paid Qatar in full for a ticket to my destination! After much demand they agreed to sort the final leg of our trip. We were again in our several ours at transit destination not offered anything. We had to demand some food and water and it was a fight to get a bit of airplane food and water! 
871,"✅ Trip Verified | Qatar Airways is organised and friendly. Service is top notch. The seats are comfortable with enough leg room. The food onboard is outstanding. They are always on time or close to that. The service centres and call centres are easy to deal with and will help you change flights or answer questions as best they can. Qatar Airways has an excellent online site too that makes ticket purchase a breeze, with the facility to be charged in many currencies that can be important for your credit card rules. They are taking every reasonable step to make flying safe during covid, insisting on masks and on some routes, pre-flight testing. They also give face shields to every passenger at time of boarding, and implement social distancing. All of these measures help the passenger to feel safe and comfortable in the choice to travel at this time. Qatar Airways is a truly great airline that makes every trip with them enjoyable and something to look forward to."
872,"✅ Trip Verified | Overall experience with Qatar Airways is superb, considering I had a bad experience with check in counter staff at Fiumicino Airport. I am not sure if they are directly Qatar Airways’ staff or ADR staff. They give out free face shields upon boarding. The Filipino flight attendant who welcomed us felt bad when she saw me in a haggard state due to my awful experience with Fiumicino check in staff. In our language, she comforted me and made sure I was okay. It really meant a lot to me on a personal level. Both the Rome-Doha and Doha-Manila flights have spacious seats, great halal food and snacks, more drinks and a good selection of inflight entertainment. I was able to use wifi for free on the Doha-Manila flight. Despite bringing my own sanitizers and face masks, I really like how Qatar Airways also gave out useful hygiene kits that I am able to still keep as extras on my bag. While the Rome-Doha flight specifically spaced out seats for social distancing, the Doha-Manila flight seemed to be full."
873,"✅ Trip Verified |  Level of customer service is superb. I had forgotten my carry on luggage in the aircraft and the ground staff at Jomo Kenyatta airport in Nairobi retrieved it for me from the airport with less than 20 minutes to go before the boarding commenced. The flight purser on the Doha-Nairobi route was extremely helpful and helped me carry of the luggage to the bottom of the stairs - I am a regular flyer (7+ international trips a year) but this is first time I am experiencing customer service this superior. My Gluten free meal was 5 star; on the outward trip, I forgot to put in request for gluten free meal and so when I requested for it once aboard the aircraft, the attendant really went out of their way to meet my request. With this level of service, I am converted and Qatar will be my first choice - the whole experience was truly amazing."
874,"✅ Trip Verified |  I am an Emergency Medicine consultant, one of the front front liner healthcare workers during COVID 19 era. I would like to express my sincere gratitude and thankfulness for your gift to all the frontline healthcare worker all over the world.  I am not new to Qatar Airways, as I had more than 20 flights there before. But this trip was so special as a best reward for the massive work during that unprecedented times for all of us. I received the promo code and booked a flight to Manchester, almost free. the trip and the holiday were really amazing. I felt very satisfied and elated that my work has been recognized and appreciated in such way. I would like also to appreciate the remarkable care for my family during our flight by Ms Karawan from Tunisia who was very kind and sincerely helping. Massive thanks to Qatar Airways."
875,"✅ Trip Verified |  This review is not about the flight itself, its about the customer service of Qatar on the ground. Qatar tries to catch customers with promotions like getting 3 x QPoints or 5 x QMiles Because of a promotion, I book my flight with Qatar Airways in Business Class. Due Covid-19 everything was cancelled and I agreed to receive a voucher. Now I rebooked my flight, again in Business Class, but the amount of my voucher was not enough, I had to pay also some extra costs. There is currently a promotion active which lets you earn many bonus miles - so I contacted Qatar if I will be able to collect these miles. The answer was no. You booked this flight with a voucher from an earlier, cancelled flight, so I am not eligible for the current promo. If this depends on the initial flight, I was eligible to earn 3 x QPoints from the previous flight?  I want to clarify that the service on board is still amazing, the crews do a great job. But on ground, the customer service is just a shame."
876,"✅ Trip Verified |  I was traveling from Chicago to Kuala Lumpur on flight QR726 via Doha on 10/08/20 when I was asked at the gate if I had a letter of undertaking from the government of Malaysia and I didn’t know what that was. They told me I had to contact the Malaysian embassy and obtain that before they could let me board. I was devastated as it was already close to departure time. I went and sat down and called my family in Malaysia and told them about my situation and at the sane time going online to find out what the requirement was to enter Malaysia even though I’m a Malaysian citizen. Apparently, it’s a letter that I have to sign in order to undertake to pay for my quarantine in Malaysia (which didn’t apply to me as I was going home to my state of Sarawak and Sarawak would bear all my quarantine expenses since I’m a Sarawakian). My family advised me to call my cousin’s daughter who is an immigration officer in Kuala Lumpur. I was just about to call her when one of the gate agents called me back to the podium. Apparently, one of the Qatar Airways employee working that day thought outside the box, went online to the Malaysian website and printed out that letter for me. I filled out my particulars and signed it in front of her. She handed it to me and told me to hand it to the Malaysian authorities when I arrive. She then gave me back my documents and boarding passes and told me to have a nice flight! I didn’t get a chance to get all their names who worked flight 726 In Chicago but these employees deserve some kind of raise or extra bonus etc. Then, on board that flight the inflight crews were very attentive to passengers’ needs and very polite and sweet! Amidst the COVID-19 stress that every has these individuals have exceeded their job expectations and I am very grateful to your Airlines’s employees, both on ground and inflight! I made it to back to Malaysia safely. I’m on a team-week quarantine now and then I’ll be able to spend a lot of time with my frail mom and with my dad. Thanks to the wonderful employees of your Airline!"
877,"✅ Trip Verified |  I noticed that Qatar Airways take good care of passengers more than passengers themselves with an utmost effort to treat every passenger as if he was the only passenger on the flight. Their safety measures especially during COVID-19 crisis is so professional yet so comfortable. I always used to travel business class especially for long distance but once I tried their economy class, honestly not a big difference cause both are considered high class to me."
878,"Not Verified |  Thank you Qatar for trying to make the trip secure and enjoyable. Although flight was full from KTM to Doha, Doha to IAD, passengers were spaced nicely. Pricing mask and Face shield in Kathmandu was reassuring. Service was excellent, as always. Despite ticket being cancelled twice before our flight, because it was not Qatar Airways fault, I am very happy with your service."
879,"✅ Trip Verified |  Generally had a pleasant experience flying with Qatar Airways. Given the current situation, I felt at ease as all passengers were required to wear both face masks and a face shield. Temperature checks were also require prior to boarding. Qatar Airways seems to be taking the pandemic very seriously, which is great to see, as they supplied us with spare masks, gloves and hand sanitiser, all complimentary. Frustratingly, the screens at London Heathrow stated “flight closing” when the flight hadn’t even started boarding yet, and this caused a number of passengers to panic considering the huge size of Terminal 5 and the amount of time it can take to cross the terminal to get to your gate. I was very surprised with how spacious the aircraft was. There was plenty of leg room and it was great to see Qatar Airways adhere to social distancing regulations - no two passengers were seated next to one another unless travelling as a group. The meal services provided onboard were fantastic. They had more selection than other airlines I’ve flown with in the past. Cabin crew were generally very welcoming and friendly. My connection in Doha was only 1 hour, however this was plenty of time for me and my bags to make it to the other aircraft in time. Overall a great experience - if you’re nervous about flying during the current pandemic, I would highly recommend considering Qatar Airways as their Covid-19 rules and regulations put me at ease and it was great to see them taking the safety of passengers and crew seriously."
880,"✅ Trip Verified |  The flight was very good, I am sure Qatar Airways is one of the best airlines in the world. Everything was ok and good in Doha. I will choose again Qatar Airways for my next trips."
881,"✅ Trip Verified | I have traveled a lot in the past 10 years for business and pleasure, by far the best airline that I have traveled with so far is Qatar Airways. Comfortable planes, nice service, tasty food, polite staff and always on time. I can go on and on about them, best airline and I recommend them to everyone."
882,"Not Verified | Due to Coronavirus and that Qantas had cancelled my flight, I booked a flight with Qatar Airways and was able to get on a seat pretty much immediately to fly back to Australia. Being a last minute booking and being vegan I wasn't able to choose my preference online but the staff were amazing and were able to put a vegan meal together for my flights. Really good flight and service during a stressful time."
883,"✅ Trip Verified |  Athens to Tehran via Doha. I should mention for their on time departure and landing ahead of the schedule. Warm hospitality of their cabin crew that protecting their customers while onboard. Inflight entertainment system was really entertaining. But their policy on the second sector when the aircraft passengers load was almost full in economy class was not satisfactory during the tough situation of Covid19. Hygienic packs, face mask & face shield was available, but no social distances."
884,"✅ Trip Verified |  Kuala Lumpur to Milan via Doha. First Time rider on Qatar Airways, due to unavailability of flights by my usual airlines I booked what i considered a really expensive flight with Qatar. No words to express the high quality of the service both business and economy (I flew both classes).For the moment Qatar Airways is by far the best airline to fly to Asia."
885,"✅ Trip Verified |  Flying Qatar airways is a completely different experience than flying any typical European or North American airline. In addition to the newest planes in the sky (787 Dreamliner and A350) the seats, entertainment, food, and crew make flying pleasurable again. During the COVID-19 pandemic, I appreciate their attention to safety, flexible policies, and continuing to fly important routes for travelers. Crew always has the best attitude and truly tries to please their passengers. I've flown both business and economy class and all classes feel valued. I'll continue to book flights on Qatar Airways as often as I can for my upcoming travels regardless if I find a slightly better deal on another airline as I know nothing else can live up to the Qatar experience."
886,"✅ Trip Verified |  I would like to extend my deepest appreciation for Qatar Airways during these tumultuous times. I am a graduate student that is bound to fly home after the completion of my studies. Firstly, the price of the flight was very affordable,  I paid less than 500usd for this flight. Qatar Airways allowed unlimited changes to flight schedule without any extra fees or charges (with some terms). I made 3 changes to my flights and they were all done via the phone to the customer service hotline, which was accessible.  The flight attendents, food served and comfort of the flight was unparalleled. There is nothing for me to complain about. I only have nice words to say about this recent flight home to Singapore. There is no doubt that I think Qatar Airways is deserving of being the top airline. I want to make a special mention of thanks to customer service officer, Andrew (I hope i got your name right) who was empathetic of my 10 hour layover in Doha and gave me options of a lounge. He was empathetic and his professionalism and friendly demeanor an asset to Qatar."
887,"✅ Trip Verified |  Excellent service. I am 26 weeks pregnant and travelling by myself and onboard cabin crew was very helpful from the time I entered the aircraft until I disembark. They carried my bags and stored them in the overhead bin, offered me extra food, moved me to a another seat with more space as I was pregnant and needed to stretch and and I will feel more comfortable with more space. When I went to galley area to stretch my legs a bit, cabin crew was very engaging offering me not only food and drinks but also asking my well-being always with a warm smile."
888,"✅ Trip Verified |  It was my first experience with Qatar Airways. Although it was a long flight for me from Beirut to Qatar and from Qatar to LA,  it was worth it with the Qatar Airways. The quality, the service, the flexibility, the hospitality, check in were top. Even, I had to change the flight date, they did it without charge. They deserve to be the top airline in the world. I had very good experience. "
889,"✅ Trip Verified |  I bought a ticket from Melbourne to Tallin with Qatar airways and airBaltic, which was cancelled twice. After being able to rebook the flight for the third time I was on my way. At Stockholm my connecting airBaltic flight was cancelled. The staff at the airport was no help and told me to contact the airline. After being on the wait list on the phone for over an hour Qatar airways representative told me that there was nothing they were able to do. I was stranded in Stockholm with no possible flight to continue my trip, they would not give me a refund or  accommodation. After spending hours in the airport I was able to continue my journey with a ticket I had to purchase myself with no help from Qatar."
890,"✅ Trip Verified |  I have been traveling with Qatar since 2015 very frequently and I have not once been disappointed by their pricing, service and comfort. They have done the right thing with COVID giving everyone vouchers and or refunds its amazing. I highly recommend them I have had to travel overseas twice since COVID and they are very professional and I always felt safe."
891,✅ Trip Verified |  Excellent service. They do really well both at airport counter and onboard. Passengers safety was always followed. Onboard staff service was really outstanding done with great love and courtesy. Thank you Qatar Airways.
892,"Not Verified | Kuwait to Dallas Ft Worth via Doha. The entire flight was extraordinary. I loved the entertainment, food, and most of all the flight crew. Thank you Qatar Airways. The offer for an upgrade was a life-saver for 15hr flight. The Q-suite rocked!!!!!"
893,✅ Trip Verified |  I was one of the passengers who stuck abroad due to the Covid_19 pandemic and I had to change my return flight date for 7 times until I got back to the UK.The staff at Sulaymaniyah office of Qatar Airways were very helpful and change my flight ticket for 7 times without any hesitation and the staff who helped me a lot. I will always fly with Qatar Airways and I have recommended Qatar Airways to many friends.
894,"✅ Trip Verified |  My flight cancelled by airline. Refund processed promptly, no hassle , about 1 week wait for refund. Easy to claim. I will fly this airline whenever possible."
895,Not Verified | Excellent service provided by the ground staff and extremely polite and courteous cabin crew who provided an Excellent service through out the entire journey. My first experience with Qatar was an enjoyable one and my future travelling will be with Qatar. I look forward to my next flight with them.
896,"✅ Trip Verified |  Flight was late leaving Brisbane/arriving Doha through no fault of Qatar Airways. I was very concerned that I would not make my onward connecting flight because of this delay. The Qatar ground staff were amazing - assisting me to board my next flight with speed, efficiency, respect and kindness. I send my thanks to these young men, they are a credit to Qatar Airways."
897,"✅ Trip Verified |  Doha to Dallas, a 14 hour flight, but I am not feeling tired. I can enjoy my flight with delicious food, wide legroom, good entertainment and good service from cabin crew."
898,"✅ Trip Verified |  My husband booked a ticket for myself and kids from their website. We received a confirmation email from them with our eticket's. I tried to contact Qatar Airways via phone at their listed airport number for two weeks to inquire and add our pet to our reservation.  Also tried reaching out on their facebook page but still no answer. We ended up leaving our pet behind. Upon arriving at the airport, the agent informed me that my husband's credit card should be present for verification. I told them that I had the same credit card with the same account number/credit card number because we share the same account but my card is under my name. They refused it and were about to send me back home. The supervisor informed me that an email was sent to us for credit card verification. I informed them that I did not get such an email. I contacted my husband who was in the US and he also did not get an email. I quickly searched my junk mail and found that it was sent to me the day before the flight. I sat in the airport and submitted all required documents online (luckily I had all what they required available). We waited for QA customer support to verify but they did not. They tried to call them from the airport but they did not answer and they did not even reply to the emails they were sending. The supervisor then told me that the only option left was for me to put down another payment and once they finish the credit card verification, then they'd refund me. I used the same credit card and we were on our way. At Doha airport (transit) I seemed to remember leaving behind my expensive headphones hanging on the hand of my seat. I immediately asked a QA agent to have a staff member get it for me since i was not allowed back onto the plane. The agent called the lost and found office instead and got no answer. He assured me that they'd send it for me once found. I told him that I was still here at the airport and it would be quick to just get it now, he did not seem able to help. At Los Angeles airport, they seemed to have lost one of my luggage. The agents there assured me that all luggages were transferred and were onboard and another customer has grabbed my bag. I filed a missing bag form and they called me the next day to inform me that it was found. Upon inquiring where the bag was at, the agent told me that it was left behind in Beirut airport. Once I got home, I checked my credit card and found that the two charges for our airline tickets were both cleared. I emails customer support and until this moment did not receive my refund. I had to file a dispute with my credit card and since I had all proof that I was double charged, my credit card has immediately refunded my money back. They found my headphones and I have to drive to nearest airport to get them. Their inflight service is good, however not worth the headache they put me through."
899,"✅ Trip Verified |  I have been flying with Qatar Airways for 6 years now, and I cannot praise enough their service. The app is very easy to use and offers more and more options. When I book my flight, I can choose my seat and the type of meal. I had to change my flight for 5 times due to COVID and I was not charged any fee. All staff (including ground staff) were extremely nice, caring and helpful. They offered a protective kit and a face shield. I felt safe and comfortable all the way. In-flight entertainment, meals, timings, accessories offered... are top-class. Qatar Airways is the best airline."
900,"✅ Trip Verified |  My wife and I have been trying to get out of Jordan for many months now. Finally, we were able to get on a repatriation flight through Qatar airways. When we arrived to A,,an Airport, it was chaos, hundreds of people waiting outside the airport entrance to get in. This only added to the anxiety. However, once we got to the Qatar Airways check in, everything was very professional. We checked in online which sped up the process. Our baggage was several kgs overweight, so we needed to rearrange our packing. When we were doing this Khalil the duty manager came over and told us not to worry about the extra weight and he allowed it through. This was a lovely gesture and we were very grateful. The service before and when we got on the plane was top class. All the safety equipment was provided and the cabin crew were professional but at the same time friendly and warm, which is really important during these difficult times. On a final note there was a very ill man on the flight from Doha to Bangkok, one of the cabin crew stayed by his side for most of the flight while also carrying out her other duties. She was a very pleasant lady, I never got her name but she did a great job."
901,"✅ Trip Verified |  Both aircraft were excellently fitted out and the service was friendly, helpful and top-class throughout, despite the restrictions imposed by COVID-19 measures. Pre-flight service from both Doha Customer Service and, in particular, the ground staff at Milan-Malpensa was faultless. I was bumped from a previous flight by the Australian Border Force, despite having the correct NSW Health transit exemption paperwork (which NSW Health later admitted and apologized for). That time, the check-in staff at Milan-Malpensa bent over backwards in an effort to allow me to board but in the end, could not prevail, through no fault of their own. I was a very frequent traveller until recently (all airlines); I rank my recent flight experience with Qatar Airways amongst the best that I can recall."
902,"✅ Trip Verified |  Qatar Airways is the best airline I know. Had a good experience my first time to be on the aeroplane and from that day is the only airline I use. I recomend Qatar Airways again and it is also safe to travel with during this pandemic, you feel safe."
903,"✅ Trip Verified |  I really cannot praise Qatar Airways enough for this trip that started from a deserted Melbourne Airport and finished in Madrid . The boarding was done in a very quiet and systematic way and we left on time. Dinner was served with wine and was excellent and then the hostess puta soft mattress on the bed which already had a very nice soft pillow and it was happy dreams for the next 8 hours. A couple of hours before landing in Doha a nice breakfast was served and we landed on time. Better things still to come .. the transit to the flight to Madrid was achieved by simply walking to the departing gate without having to go through the hand luggage and passport checks again. The 8 hour flight to Madrid was in a A350-900 which was comfortable but the seat was less private. Everything was wonderful except the crew may have been just a tad over attentive. Still,the plane arrived on time. I paid for this flight with a voucher plus an additional 10% from a cancelled flight with Qatar. Qatar had also repaid to my credit card a fare from another cancelled flight so I must applaud their integrity . Thank you Qatar!!"
904,"✅ Trip Verified |  Barcelona to Tokyo via Doha. A very good company. I always use it to fly from and to japan service is great food is very good. Staff is nice, entertainment is great and transit in Qatar is very easy."
905,"✅ Trip Verified |  Los Angeles to Berlin via Doha. Excellent customer service, new / newer aircraft, comfortable seats, great entertainment selection, extremely clean, very good food."
906,"✅ Trip Verified |  Perth to London via Doha. Qatar Airways were the only airline that could get us back from Australia, our original Airline (Malaysia} estimated that it could be another 2 months before they would commence flights from Western Australia. From beginning to book through to arrival back in London everything was perfect. All personnel were extremely polite, courteous and friendly. Based on this experience I would not hesitate to travel with Qatar Airways in the future."
907,"✅ Trip Verified |  Beirut to Chicago via Doha. The overall experience was amazing, staff are extremely helpful and friendly, I would recommend flying with Qatar airways for anyone who is looking for a smooth and luxurious experience."
908,"✅ Trip Verified |  Melbourne to Athens via Doha. What an amazing airline. It is such a relief to have our tickets refunded. We were supposed to be in Greece right now, instead we are confined to our home in Melbourne. Qatar acted fairly and empathetically and refunded our money."
909,"✅ Trip Verified |  Amidst this time of pandemic, the airline gives hope to passengers to be able to go home and be with our love ones. My flight last July 24, 2020 from Doha-Manila (QR0928) was very smooth. Health protocols were observed wearing face shield and mask.  would highly commend the crew on board because they were so accommodating and prompt especially Dunia, I made sure I got her name to thank her. She was attentive and polite to us passengers. The food was good, the seat was comfortable and I have enjoyed few sips of wine. I was able to communicate with my family during the flight for the complimentary wifi service provided by the airline which is really great. Check-in process was very fast and social distancing was strictly observed. We arrived in Manila earlier than the expected time of arrival. As to the whole journey, I would like to say a huge thank you to Qatar Airways staff and crew for their service, making sure a safe and comfortable travel for their passengers in this difficult times."
910,"✅ Trip Verified |  I have travelled with Qatar twice and it was such an amazing experience flying with them. I will never forget the flight from Bangalore to Doha and the services extended on that flight particularly from this cabin attendant called Akanksha she was the lead of the flight i assume, I am not comfortable flying and she made sure that I was comfortable, she is an epitome of how a professional should be, caring, attentive. I would like to thank the airline and their team for taking care of us."
911,"Not Verified | Qatar Airways has really touched me as it hasn’t forgotten the human side. They have done a great job in getting people home during the Covid crisis. I got stranded abroad and my original airline, Emirates, totally stopped communication, all their call centres were closed. They totally forgot about their customers. I had to book a new ticket and I chose Qatar and I had a fantastic experience, they got me home safe. Amazing staff and great experience. It was a bit expensive but worth paying for mental peace."
912,"✅ Trip Verified |  What a wonderful company. In KL airport we were given face shields to protect ourselves in the lounge and during boarding.They were not uncomfortable, and definitely made me feel more secure whilst travelling. I had been living in a Covid free country and was a little concerned about being exposed. The use of masks, shields and PPE by the staff, really helped me feel safer. The whole experience was wonderful, the Qsuite was perfect. The bed was extremely comfortable, the food was delicious and I ended up having a reasonable sleep on the plane. The crew were amazing, very helpful and professional. The second flight from Doha to London was even better. The crew were very helpful with just the right amount of attentiveness. The plane was spotlessly clean and the PPE worn by the staff was good. They managed to be pleasant and cheerful even when wearing PPE, they were a real credit to the company. The food service was good and the food itself was very tasty. The crew noticed when I was awake and offered tea/coffee. I watched several movies, and there was a wide choice on the IFE. It was a long journey (26 hours with layovers) and I arrived in London feeling well rested and very pleased that I had chosen to fly with Qatar. I would highly recommend Qatar Airways."
913,Not Verified | My first time flying with Qatar Airways and the whole experience was absolutely superb. Everything is extremely organized and everyone seems to be on the same page in regards to service and being ambassadors for the brand. I would definitely fly with them again. The U.S. airlines can learn a thing or two from this well-oiled machine. I work in advertising and a brand needs to present a whole picture to build trust. Qatar Airways is an airline you can trust. 
914,"✅ Trip Verified |  Helsinki to Mumbai via Doha. Had a return flight departing 08th April 2020 but the flights got cancelled due to the lockdown in India, and submitted a claim on the QR web pages immediately after learning the news. Global pandemics throw everyone into chaos - including us having been shifted to remote work overnight - and getting an update from anyone at Qatar Airways was very challenging: to follow-up called 50+ times to their Doha and Helsinki numbers without success during March-April-May 2020 at different times of the day, the longest wait being 1½ hours. No emails, no updates but the mere word ""Open"" on their web page. Phone calls and follow-up forms were submitted to no avail. I finally filed a complaint with my bank and disputed the charge with my credit card the first week of June 2020. QR sent an e-mail with travel vouchers (+ 10% extra of the original value) with apologies 08th June 2020 and we'll be happy to book again. We fully understand this pandemic having been an overwhelming challenge to QR, wish somebody had picked up the phone when trying to reach them week after week for over two months since late March. They have been a real delight in the air on a number of occasions over the years and we won't hesitate to fly with them in the future."
915,Not Verified | Melbourne to Miami via Doha. It was the best airline experience I have had and if possible will try to fly it exclusively. The service and attention to detail was superb and all care was taken to keep passengers as content as possible.
916,"✅ Trip Verified |  Thank you so much for taking us home today. After month being stuck due to Covid19 in a foreign country and having very bad experiences with 2 other airlines (one from Germany and one from Iceland) selling tickets for flights they never really planned to fly just to get fresh money in,we had this great experience with QatarAirways. A Reliable service, free date change of our tickets, outstanding service over the phone, on the app and in person, everybody so helpful, professional safety measures... Full 5 Stars in every aspect. You definitely made 2 new customers. "
917,"✅ Trip Verified |  Booked my daughter a return from UK to Perth and was informed post booking that from 15 1/2 they are no longer classed as minors so she'd have to find her own way through the airport. I wasn't comfortable with that especially during covid so booked and paid for a rather expensive accompanied and assist while transiting through. They took her to a lounge and left her there and someone else came later to assist her to flight, no real issues. I realised while checking in on the way back to the UK that the accompanied on the ticket didn't include the return leg which I asked for and assumed with the price paid was completed. We checked at the desk and said he'd sorted it out and all was arranged. She landed in Qatar and was told by the staff on the plane to speak to the staff as she got off which she did. They proceeded to tell her nothing was arranged and to find her own way. "
918,✅ Trip Verified |  We were flying round trip to KTM. We got stuck there due to Covid but they refunded 100% of our money for the one way. That was very nice of them. We love to fly with Qatar Airways. Flown many times and will be flying again. They have best customer service.
919,"✅ Trip Verified |  I was hesitant about taking the long way home from the USA to Australia when there were more direct routings however choosing Qatar Airways was absolutely the right decision. While the plane was near empty and the cabin crew wore full PPE, they were really the only indications that we're in the midst of a global pandemic. Food and drink offering were top notch and the QSuite is possibly the best business class product available. The cabin crew were as engaging and hospitable as ever despite the limitations of working in full PPE - they really wanted to ensure we were comfortable and enjoying the flight. Hamad International Airport was empty as was the Al Mourjan Business Lounge so our seven hour transit was a breeze. I admire Qatar Airways for at least attempting to provide a normal level of business class service during these difficult times when almost every other airline has significantly cut their service."
920,"✅ Trip Verified |  London to Auckland via Doha on 31st May. My flight was cancelled and no alternative flight was offered. I was told I could claim a refund, but I have still not received it. Have been told it could take up to 3 months for a refund."
921,"✅ Trip Verified |  Melbourne to Paris via Doha. I'm writing this review on my mother's behalf. Flying during Corona is scary and it was difficult for my 60 years old mother because she got food poisoning from food she ate at Melbourne airport. A few hours into her flight to Doha, she started throwing up and had no control over her bowel movements. At one point she fainted. The cabin crew were fantastic especially the one female crew who took care of her ""like her own mother"". My mother's clothes were spoiled and they helped her change and clean, and every 10 minutes that kind female cabin crew visited her and made sure she was comfortable. I cannot thank Qatar airways enough to train your crew well. Shout out to that amazing, wonderful kind woman and to the whole crew for not making my mother feel unwanted and uneasy. Thank you! You've got yourself a lifelong passenger here! Thank you for treating your passengers with compassion and dignity regardless of the class they're flying.  My mother regretted not asking that wonderful cabin crew's name. Thank you!"
922,"✅ Trip Verified |  Amritsar to Vancouver via Doha. Best airline service. All the crew members are so nice. But Amritsar check in counter service is very poor. First they gave us business class boarding pass at the very end at boarding time they have changed our boarding pass in to Economy, and I asked them why you are giving us separate seats?  It was a long flight and I have to go and check my husband every hour."
923,"✅ Trip Verified |  Milan to Male via Doha in February 2020. Qatar Airways is the most beautiful airways in the world. Airbus A350 is a great aircraft, so silent and comfortable. Cabin staff are very gentle, food is top quality. Thank you Qatar Airways for making our trip so good."
924,"✅ Trip Verified |  Me and my daughter were in Cyprus and could not leave on our Qatar Airways return ticket from Melbourne to Larnaca due to the Covid19 lockdown. However we managed to get on a UK charter flight to Manchester via Doha to Melbourne recently. This review should really cover the Manchester to Melbourne flight via Doha. We required wheelchair assistance and medical oxygen so it was not a straight forward flight. We have so many people to thank and especially Qatar Airlines which will be the subject of the review here. Customer service was excellent. Qatar Cyprus (Eleni) reached out to us to assist us. Qatar Airways waived all charges for changing the route completely. Once they approved the wheelchair and oxygen they swung into action, we had excellent assistance from Check in to boarding and then disembarking. We were told many times that they will take care of the medical needs by the cabin crew who checked on us frequently during the flight. At Doha, we were picked up and transported to the different gates effortlessly and efficiently and were allowed to stop to get some sandwiches We have nothing but the utmost praise for the cabin crew (Flights QR 28 and QR 904 11th May 2020) for looking after us. Safety due to virus From videos to cleaning the toilets frequently and wearing the appropriate safety gear, they kept us safe during the flight. It can't be easy on the cabin crew as they are exposed to passengers all the time so they are like frontline healthcare professionals. My deep respect for the cabin crews. Qatar Airways - We will get you home (catch cry at the moment). Thank you Qatar for getting us home. Whilst most major airlines abandoned us, you kept flying. You upgraded your safety levels to manage the virus and you kept flying. You are the only major airline that kept flying to Australia. You deserve an award for this. Thank you for flying and as one of your ground staff in Doha said ""Qatar will always keep flying no matter what"". We wish you the staff and everyone all the best."
925,"✅ Trip Verified |  Frankfurt to Sydney via Doha. All it was perfect. Perfect food, perfect crew, perfect time of flight, all was perfect and fine. All crew work hard for economy class to do our flight the best they can."
926,"✅ Trip Verified |  Perth to Vienna via Doha on Qatar A350 aircraft. I really enjoyed the trip back home after finishing my 2 months work assignment in Australia. I need to emphasize how comfortable the Economy class seats are. The aircraft is top notch with shiny interior and comprehensive Inflight Entertainment System (free WiFi for 1hr). Also, the meals / drinks on board are  excellent and the staff very friendly."
